Nama Tempat,Jenis Tempat uc,Alamat,Jam Operasional,Rating,Jumlah Review,telepon,Ketersediaan Telepon,Website,Latitude,Longitude,Ketersediaan Akses,Aksesibilitas Difabel
Gereja Kristen Indonesia - GKI Sion Tasikmalaya,Gereja Kristen,"Jl. Tentara Pelajar No.8, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46124",08.00 hingga 16.00,"4,6",16,"
0852-3232-3018",Ada,Tersedia,-7.3343105,108.2196106,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Katedral Bandung, Santo Petrus",Katedral Katolik,"Jl. Merdeka No.14, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",08.00 hingga 18.00,"4,8",5.123,"
(022) 4235537",Ada,Tersedia,-6.9148463,107.6106056,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GMS Bandung,Gereja,"istana bandung electronic center, Istana BEC, Jl. Purnawarman lantai 3A, Babakanciamis, Sumurbandung, Bandung City, West Java 40117",09.00 hingga 16.30,"4,9",125,"
(021) 30020080",Ada,Tersedia,-6.9078216,107.6087898,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
GKI CIAMIS,Gereja,"Jl. Ir. H. Juanda No.270, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",,"4,4",16,,Tidak Ada ,Tersedia,-7.327285,108.3574231,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Bunda Tujuh Kedukaan, Pandu",Gereja Katolik,"Jl. Pandu No.4, Pamoyanan, Kec. Cicendo, Kota Bandung, Jawa Barat 40173",06.00 hingga 21.00,"4,8",1.806,"
(022) 6011138",Ada,Tersedia,-6.9055223,107.5934154,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Gereja Kristen Indonesia (GKI) Veteran Tasikmalaya,Gereja Kristen,"Jl. Veteran No.49, Nagarawangi, Kec. Cihideung, Kab. Tasikmalaya, Jawa Barat 46121",08.00 hingga 20.00,"4,9",42,"
(0265) 330106",Ada,Tersedia,-7.3313175,108.2162786,Aksesibilitas Tersedia,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GJKI PELANGI KASIH,Gereja,"Jl. Wastukencana No.15, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.9118715,107.6087746,Aksesibilitas Tersedia,[]
GPIB Maranatha Bandung,Gereja Protestan,"Jl. Taman Cibeunying Utara No.2, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114",09.00 hingga 17.00,"4,8",286,"
(022) 7271563",Ada,Tersedia,-6.9071617,107.6265027,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GKDI Bandung,Gereja Kristus,"Istana BEC, Jl. Purnawarman No.13-15 Lantai 3, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",10.30 hingga 22.00,"5,0",89,"
0821-1996-2001",Ada,Tidak Tersedia,-6.908257,107.6088796,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda']"
Gereja Katolik Paroki Hati Tak Bernoda Santa Perawan Maria,Gereja Katolik,"Jl. Suryalaya No.3, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40265",06.00 hingga 22.00,"4,8",693,"
(022) 7303922",Ada,Tersedia,-6.940817,107.625909,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
GPIB Bethel Bandung,Gereja,"Jl. Wastukencana No.1, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",Buka 24 jam,"4,7",223,"
(022) 4201794",Ada,Tersedia,-6.9136532,107.608698,Aksesibilitas Tersedia,[]
GBI ROCK BANDUNG,Gereja Kristen,"Convention Hall, Landmark, Braga, Sumurbandung, Bandung City, West Java 40111",Tutup,"4,8",36,"
(022) 4260611",Ada,Tersedia,-6.9157253,107.6087822,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Bala Keselamatan,Kantor Perusahaan,"Jl. Jawa No.20, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",,"4,5",38,"
(022) 4207029",Ada,Tersedia,-6.9151346,107.6136002,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Kapel Maria Ratu Para Malaikat, Ciamis",Kapel,"Jl. Pemuda No.58, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",Buka 24 jam,"5,0",10,,Tidak Ada ,Tersedia,-7.3247927,108.3547704,Aksesibilitas Tersedia,[]
GSJA NEW LIFE,Gereja,"Jl. Merdeka No.32, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",,"4,8",46,,Tidak Ada ,Tersedia,-6.9113351,107.6108328,Aksesibilitas Tersedia,[]
Gereja Kristen Jawa Bandung,Gereja Protestan,"Jl. Merdeka No.28, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",09.00 hingga 21.00,"4,8",148,"
(022) 4203106",Ada,Tersedia,-6.9119042,107.6107257,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Gereja Katolik Paroki Santo Yohanes, Ciamis",Gereja Katolik,"Jl. Pemuda No.56-58, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",Buka 24 jam,"4,7",52,"
(0265) 772575",Ada,Tersedia,-7.3249592,108.3545817,Aksesibilitas Tersedia,[]
"Gereja Katolik St. Simon, Susuru",Gereja Katolik,"Susuru Kertajaya No.Ds, Kertayasa, Panawangan, Ciamis Regency, West Java 46255",,"4,3",3,,Tidak Ada ,Tidak Tersedia,-7.11352,108.3484682,Aksesibilitas Tersedia,[]
"Gereja Katolik Paroki Santo Yohanes, Ciamis",Gereja Katolik,"Jl. Pemuda No.56-58, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",Buka 24 jam,"4,7",52,"
(0265) 772575",Ada,Tersedia,-7.3249592,108.3545817,Aksesibilitas Tersedia,[]
"Kapel Maria Ratu Para Malaikat, Ciamis",Kapel,"Jl. Pemuda No.58, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211",Buka 24 jam,"5,0",10,,Tidak Ada ,Tersedia,-7.3247927,108.3547704,Aksesibilitas Tersedia,[]
Tukang ngadurukan,Vihara,"QXRC+9GF, Timbanghayu, Situgede, Kec. Karangpawitan, Kabupaten Garut, Jawa Barat 44182",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-7.2090567,107.9712817,Aksesibilitas Tersedia,[]
Vihara dharma loka,Vihara,"Jl. Guntur No.130 134, Sukamentri, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44116",,"5,0",10,,Tidak Ada ,Tersedia,-7.2118817,107.9080954,Aksesibilitas Tersedia,[]
Yayasan Dharmaloka Garut,Rumah Duka,"QWM5+7C4, Jl. Bratayuda, Regol, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44114",Buka 24 jam,"4,3",8,"
0895-0391-3853",Ada,Tidak Tersedia,-7.2168629,107.9085907,Aksesibilitas Tersedia,[]
Vihara Srivijaya Dhamma,Vihara,"Jl. Bank No.42, Pakuwon, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44117",,"4,2",22,"
(0262) 232596",Ada,Tidak Tersedia,-7.2140162,107.9030324,Aksesibilitas Tersedia,[]
Rumah Orang Ganteng,Vihara,"WV7W+8V7, Jl. Raya Kadungora, Talagasari, Kec. Kadungora, Kabupaten Garut, Jawa Barat 44153",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-7.0866737,107.8973018,Aksesibilitas Tersedia,[]
Unknown,Unknown,,,,,,Tidak Ada ,Tidak Tersedia,-6.802796,107.172863,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Jabbar Cibinong,Masjid,"M47M+G3P, Sukajadi, Kec. Cibinong, Kabupaten Cianjur, Jawa Barat 43271",Buka 24 jam,"4,6",100,,Tidak Ada ,Tidak Tersedia,-7.3361558,107.132708,Aksesibilitas Tersedia,[]
Masjid Al Asykar,Masjid,"55W4+JH9, Jl. Aria Wiratanudatar, Sukataris, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",,"4,6",173,,Tidak Ada ,Tidak Tersedia,-6.8034548,107.1564899,Aksesibilitas Tersedia,[]
"Masjid Al-Muchtar, Rest Area Cianjur",Masjid,"Haurwangi, Kec. Haurwangi, Kabupaten Cianjur, Jawa Barat 43283",Buka 24 jam,"4,1",80,,Tidak Ada ,Tidak Tersedia,-6.8261664,107.3216733,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid Kubro,Masjid,"Jl. Nasional 11 No.94, Bojongherang, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",Buka 24 jam,"4,7",9,,Tidak Ada ,Tidak Tersedia,-6.8145897,107.1313479,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Muchtar,Masjid,"Cimapag, RT 03 RW 03, Campaka, Cidadap, Cianjur, Kabupaten Cianjur, Jawa Barat 43263",Buka 24 jam,"4,7",135,,Tidak Ada ,Tidak Tersedia,-7.0167753,107.1381361,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al - Mahdiyun,Masjid,"55V6+4PP, Hilir, RT.01/RW.07, Sabandar, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",Buka 24 jam,"4,8",22,,Tidak Ada ,Tidak Tersedia,-6.8071653,107.1618139,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid Jami' Assadah,Masjid,"54PG+JQX, Jl. Limbangansari, Limbangansari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",Buka 24 jam,"5,0",14,,Tidak Ada ,Tidak Tersedia,-6.8133839,107.1269825,Aksesibilitas Tersedia,[]
Masjid Al-Ikhlas (Markas Dakwah Cianjur),Masjid,"Legok Al-ikhlas, Sukamanah, Kec. Cugenang, Kabupaten Cianjur, Jawa Barat 43211",Buka 24 jam,"4,8",105,,Tidak Ada ,Tidak Tersedia,-6.8053734,107.1185685,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Jami Al-Muslimun,Masjid,"54VV+FR5, Muka, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43215",,"4,4",24,,Tidak Ada ,Tidak Tersedia,-6.8063568,107.1446029,Aksesibilitas Tersedia,[]
Masjid As-Sulaemaniyah,Masjid,"Jl. Raya Bandung No.152, Cibiuk, Kec. Ciranjang, Kabupaten Cianjur, Jawa Barat 43282",,"4,6",251,,Tidak Ada ,Tidak Tersedia,-6.8126273,107.2589146,Aksesibilitas Tersedia,[]
Masjid Jami Al - Munawwir (مسجد جامع المنوّر),Masjid,"6567+29X, Sindanglaka, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",Buka 24 jam,"4,7",23,,Tidak Ada ,Tidak Tersedia,-6.7898779,107.1634785,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Besar Al-Musa'adah,Masjid,"Ciranjang, Kampung Kaum, RT 03 RW 04, Cibiuk, Cianjur, Kabupaten Cianjur, Jawa Barat 43282",Buka 24 jam,"4,6",313,,Tidak Ada ,Tidak Tersedia,-6.8133376,107.2495812,Aksesibilitas Tersedia,[]
Masjid Besar Darussalam,Masjid,"55W8+7C9, Bojong, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",Buka 24 jam,"4,8",1.655,"
(0263) 261219",Ada,Tidak Tersedia,-6.8043494,107.1660981,Aksesibilitas Tersedia,[]
Masjid Nurul Ikhwan,Masjid,"55R2+P2W, Muka, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43215",Buka 24 jam,"4,7",72,,Tidak Ada ,Tidak Tersedia,-6.8081415,107.1500722,Aksesibilitas Tersedia,[]
Masjid Perum Bukit Cianjur,Masjid,"34V9+FJH, Peuteuycondong, Kec. Cibeber, Kabupaten Cianjur, Jawa Barat 43262",Buka 24 jam,"4,9",7,,Tidak Ada ,Tidak Tersedia,-6.9063199,107.1191021,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Besar Cilaku,Masjid,"43285, Sukasari, Kec. Cilaku, Kabupaten Cianjur, Jawa Barat 43285",Buka 24 jam,"4,6",119,,Tidak Ada ,Tidak Tersedia,-6.8877024,107.1248942,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid & Ma'had Al Hijrah Cianjur,Masjid,"Sukamanah, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat",04.00 hingga 20.00,"4,9",96,"
0857-9554-2230",Ada,Tersedia,-6.8292867,107.1560811,Aksesibilitas Tersedia,[]
Masjid Baiturrahman,Masjid,"Jl. Dr. Muwardi Bypass No.171C, Bojongherang, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43216",Buka 24 jam,"4,7",23,"
0819-0657-1512",Ada,Tersedia,-6.813899,107.135084,Aksesibilitas Tersedia,[]
Masjid Jami Quba Rw 09,Masjid,"Jl. Sangga Kencana No.21, Ciherang, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",Buka 24 jam,"4,4",27,,Tidak Ada ,Tidak Tersedia,-6.80142,107.1982655,Aksesibilitas Tersedia,[]
Mesjid Jami Al-ikhlas Sinagar,Masjid,"Q4JP+JFV, Padaluyu, Kec. Tanggeung, Kabupaten Cianjur, Jawa Barat 43267",,"4,7",10,,Tidak Ada ,Tidak Tersedia,-7.2183858,107.1361586,Aksesibilitas Tersedia,[]
Masjid Jami Al Ala,Masjid,"73MC+2RW, Kawungluwuk, Kec. Sukaresmi, Kabupaten Cianjur, Jawa Barat 43254",Buka 24 jam,"4,8",11,"
0812-8755-0442",Ada,Tidak Tersedia,-6.7173912,107.0720935,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid jami Al-Kubro Bunikasih,Masjid,"Bunikasih, Kec. Warungkondang, Kabupaten Cianjur, Jawa Barat 43261",,"4,7",40,,Tidak Ada ,Tidak Tersedia,-6.8504649,107.0679326,Aksesibilitas Tersedia,[]
Masjid Jami Al-Ihya,Masjid,"Jl. Sindanglaya Raya No.11, Sindangjaya, Cianjur, Kabupaten Cianjur, Jawa Barat 43253",04.00 hingga 21.15,"4,8",105,"
0898-4036-084",Ada,Tidak Tersedia,-6.7236514,107.0357421,Aksesibilitas Tersedia,[]
Masjid Agung Assu'ada,Masjid,"66J3+M4W, Kademangan, Kec. Mande, Kabupaten Cianjur, Jawa Barat 43292",,"4,7",45,,Tidak Ada ,Tidak Tersedia,-6.7682505,107.2028279,Aksesibilitas Tersedia,[]
Masjid Jami Cicantu,Masjid,"56WQ+VH8, Kp cicantu girang, RT.002/RW.003, Hegarmanah, Kec. Sukaluyu, Kabupaten Cianjur, Jawa Barat 43284",,"4,5",49,,Tidak Ada ,Tidak Tersedia,-6.8028267,107.2389571,Aksesibilitas Tersedia,[]
Masjid Cianjur,Masjid,"Jl. Raya Baru No.119, Sayang, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43213",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.8283533,107.1444147,Aksesibilitas Tersedia,[]
Masjid Terminal Pasirhayam,Masjid,"543J+6H5, Sirnagalih, Kec. Cilaku, Kabupaten Cianjur, Jawa Barat 43285",Buka 24 jam,"4,3",158,,Tidak Ada ,Tidak Tersedia,-6.8469794,107.1314903,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Kubro Kh. Abdullah Bin Nuh,Masjid,"Jl. Ir. H. Juanda No.99, Pamoyanan, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",04.00 hingga 20.00,"4,8",85,,Tidak Ada ,Tidak Tersedia,-6.8148286,107.1313811,Aksesibilitas Tersedia,[]
Masjid Jami Al Khoirot Pasar Muka Cianjur,Masjid,"54QX+955, Jl. Ps. Baru, Muka, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43215",,"4,4",14,,Tidak Ada ,Tidak Tersedia,-6.8116191,107.1479747,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Ghofur (Ahmadiyah),Masjid,"54PJ+9Q6, Bojongherang, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43216",Buka 24 jam,"4,6",20,,Tidak Ada ,Tidak Tersedia,-6.814082,107.1318916,Aksesibilitas Tersedia,[]
Masjid Jami Al Falah,Masjid,"7747+G79, Bobojong, Kec. Mande, Kabupaten Cianjur, Jawa Barat 43292",,"4,6",35,"
0856-5958-0059",Ada,Tidak Tersedia,-6.7437178,107.2632461,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Al Waini (Komplek BELKA Residence Cianjur),Masjid,"54HH+R58, Jl. Binawan Utama, Pamoyanan, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212",,"4,8",84,,Tidak Ada ,Tidak Tersedia,-6.8204738,107.1279508,Aksesibilitas Tersedia,[]
Masjid Besar Baiturrahman,Masjid,"76P7+GMP, Sukagalih, Kec. Cikalongkulon, Kabupaten Cianjur, Jawa Barat 43291",Buka 24 jam,"4,7",382,,Tidak Ada ,Tidak Tersedia,-6.7136513,107.2142064,Aksesibilitas Tersedia,[]
Masjid Jami Al Mu'min,Masjid,"73W3+P84, Cibadak, Kec. Sukaresmi, Kabupaten Cianjur, Jawa Barat 43253",04.00 hingga 21.15,"4,8",33,,Tidak Ada ,Tidak Tersedia,-6.7032489,107.0533154,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Raihan,Masjid,"58H2+WH7, Jl. Raya Cipeuyeum, Kertasari, Kec. Haurwangi, Kabupaten Cianjur, Jawa Barat 43283",Buka 24 jam,"4,6",70,"
0821-2613-0003",Ada,Tidak Tersedia,-6.8202199,107.3014189,Aksesibilitas Tersedia,[]
Masjid Agung Nurussa'adah Pagelaran,Masjid,"Pagelaran, Kec. Pagelaran, Kabupaten Cianjur, Jawa Barat 43266",,"4,7",80,,Tidak Ada ,Tidak Tersedia,-7.2022559,107.1437822,Aksesibilitas Tersedia,[]
Masjid Asy syifaa,Masjid,"54RR+5GF, Komp. RSUD, Bojongherang, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43216",Buka 24 jam,"4,7",27,,Tidak Ada ,Tidak Tersedia,-6.8095716,107.1412967,Aksesibilitas Tersedia,[]
Masjid Besar At-Taqwa,Masjid,"Cijedil, Kec. Cugenang, Kabupaten Cianjur, Jawa Barat 43252",04.00 hingga 21.15,"4,6",77,,Tidak Ada ,Tidak Tersedia,-6.7998513,107.0843712,Aksesibilitas Tersedia,[]
Masjid Agung Cianjur,Masjid,"Jl. Siti Jenab No.21, Pamoyanan, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",03.30 hingga 20.00,"4,7",4.654,"
(0263) 263873",Ada,Tidak Tersedia,-6.8209399,107.139273,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid Al Amanatul Badarudin wal Muchtar,Masjid,"Kp. BERENUK, Limbangansari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",Buka 24 jam,"4,8",33,,Tidak Ada ,Tidak Tersedia,-6.8212002,107.1220955,Aksesibilitas Tersedia,[]
Masjid Al Jabbar Cipeuyeum,Masjid,"Jl. Raya Cipeuyeum No.498, Cipeuyeum, Kec. Haurwangi, Kabupaten Cianjur, Jawa Barat 43282",Buka 24 jam,"4,5",51,,Tidak Ada ,Tidak Tersedia,-6.8105022,107.292855,Aksesibilitas Tersedia,[]
Masjid Besar Assalafiyyah,Masjid,"Jalan Hancet No. 4, Pacet, Cipendawa, Cianjur, Kabupaten Cianjur, Jawa Barat 43253",,"4,8",126,"
(0263) 516335",Ada,Tidak Tersedia,-6.7509915,107.048089,Aksesibilitas Tersedia,[]
Masjid Besar Nurul Iman,Masjid,"W2W3+F56, Pasawahan, Kec. Takokak, Kabupaten Cianjur, Jawa Barat 43265",Buka 24 jam,"4,5",11,,Tidak Ada ,Tidak Tersedia,-7.0538287,107.0028898,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Raya Al Azhar Cianjur,Masjid,"Jl. Dr. Muwardi No.182, Bojongherang, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43216",,"4,7",21,,Tidak Ada ,Tidak Tersedia,-6.8132342,107.1331605,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid Al Aqso Cianjur,Masjid,"54JF+85H, Limbangansari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211",,"4,8",19,"
0857-9722-2772",Ada,Tidak Tersedia,-6.8191835,107.1229779,Aksesibilitas Tersedia,[]
Masjid Jami Al Ma'mur,Masjid,"544G+FJ3, Rancagoong, Kec. Cilaku, Kabupaten Cianjur, Jawa Barat 43285",Buka 24 jam,"4,7",36,,Tidak Ada ,Tidak Tersedia,-6.8438532,107.1265473,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Darussalam,Masjid,"43J3+8JV, Pancuranluhur, Jl. Raya Sukabumi - Cianjur, Kebonpeuteuy, Kec. Gekbrong, Kabupaten Cianjur, Jawa Barat 43261",,"4,7",97,,Tidak Ada ,Tidak Tersedia,-6.8691428,107.0540586,Aksesibilitas Tersedia,[]
Masjid Jami al-Ikhlas,Masjid,"73J6+859, Cibodas, Kec. Pacet, Kabupaten Cianjur, Jawa Barat 43253",Buka 24 jam,"4,6",7,,Tidak Ada ,Tidak Tersedia,-6.7192214,107.0604796,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Barokah,Masjid,"544C+H42, Rancagoong, Kec. Cilaku, Kabupaten Cianjur, Jawa Barat",04.00 hingga 21.15,"4,9",27,,Tidak Ada ,Tidak Tersedia,-6.843612,107.1202759,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al-istiqomah Dan Ponpes Al-istiqomah,Masjid,"Jl. Ciheulang, Langensari, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",Buka 24 jam,"4,5",51,,Tidak Ada ,Tidak Tersedia,-6.8366183,107.1890702,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
MASJID JAMI AN-NASHIR CIANJUR,Masjid,"55RJ+39Q, Hegarmanah, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",,"5,0",16,,Tidak Ada ,Tidak Tersedia,-6.8097842,107.1809876,Aksesibilitas Tersedia,[]
Masjid Jami WSP,Masjid,"54X6+3F7, Sukamanah, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat",Buka 24 jam,"4,7",19,,Tidak Ada ,Tidak Tersedia,-6.8022985,107.1112762,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Bayaan Cianjur,Masjid,"Sirnagalih, Kec. Cilaku, Kabupaten Cianjur, Jawa Barat 43285",05.00 hingga 21.00,"4,8",102,"
0877-8991-9995",Ada,Tersedia,-6.8448774,107.1312759,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid Abu Bakar Ash Shiddiq,Masjid,"jl.cianjur-bandung km No.6, Ciherang, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",,"4,8",944,,Tidak Ada ,Tidak Tersedia,-6.7973048,107.1950006,Aksesibilitas Tersedia,[]
Masjid Besar Asy-Syifa Karangtengah,Masjid,"Kusumah, Jl. Didi Prawirakusumah, Maleber, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281",Buka 24 jam,"4,6",50,,Tidak Ada ,Tersedia,-6.8210615,107.1732772,Aksesibilitas Tersedia,[]
Masjid Jami Al-Mukarom,Masjid,"54MV+46W, Gg. Rambutan, Solokpandan, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43214",Buka 24 jam,"4,7",12,,Tidak Ada ,Tidak Tersedia,-6.8171385,107.1430776,Aksesibilitas Tersedia,[]
"Masjid Jami As-Sanusiyyah Ciherang, Kec. Pacet, Kabupaten Cianjur, Jawa Barat 43253",Masjid,"63P3+Q5R, Ciherang, Kec. Pacet, Kabupaten Cianjur, Jawa Barat",04.00 hingga 21.15,"4,7",11,,Tidak Ada ,Tidak Tersedia,-6.7630229,107.0528757,Aksesibilitas Tersedia,[]
Masjid Agung Warungkondang Cianjur,Masjid,"43HW+F82, Jambudipa, Kec. Warungkondang, Kabupaten Cianjur, Jawa Barat",04.00 hingga 21.15,"4,5",183,,Tidak Ada ,Tidak Tersedia,-6.8713504,107.0957543,Aksesibilitas Tersedia,[]
Gereja Kristen Pasundan Pacet,Gereja,"Jl. Raya Cipanas No.7, Sindanglaya, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",,"4,8",9,"
(0263) 513049",Ada,Tidak Tersedia,-6.7458102,107.0476659,Aksesibilitas Tersedia,[]
HKBP CIANJUR Pagaran Resort HKBP Sukabumi,Gereja Lutheran,"Jl. Siliwangi No.41, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212",,"4,5",2,,Tidak Ada ,Tidak Tersedia,-6.8268412,107.1358979,Aksesibilitas Tersedia,[]
GEREJA OIKUMENE,Gereja,"55X3+84H, Sukataris, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.8016828,107.1528479,Aksesibilitas Tersedia,[]
